Country Name,Country Code,Indicator Name,Indicator Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
European Union (27),EUU,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.7213475135724,,
European Union (27),EUU,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",ER.H2O.FWDM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.6877421177412,,
European Union (27),EUU,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",ER.H2O.FWIN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.5909103692912,,
European Union (27),EUU,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.3977103954428,,
European Union (27),EUU,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.7715,,
European Union (27),EUU,Aquaculture production (metric tons),ER.FSH.AQUA.MT,988944.0,981976.0,957032.0,934993.0,1024003.0,1093812.0,1123350.0,1128071.0,1244942.0,1280550.0,1253092.0,1225644.0,1102677.0,1171020.0,1115246.0,1099626.0,1127261.1875,1143389.40625,1071281.05859375,1112413.57244873,1063378.80773926,1046743.99050903,1011590.57592773,985827.968933105,1040783.62524414,1052810.11138916,1096928.9420166,1136637.67474365,1167494.41717529,
European Union (27),EUU,Arable land (% of land area),AG.LND.ARBL.ZS,28.6350309330355,28.4416709390813,28.3478040515258,28.5939720017238,28.4217606882216,28.0236277984333,28.0889119519116,28.0431501531542,27.7777138969059,27.7165544465753,27.5252604927768,26.8994444768113,26.6597308773686,26.4195787336601,26.3798444009321,26.2714119312277,26.0999804122827,25.5561995931806,25.7335902187003,25.6780859709937,25.4308074682147,25.3808682152863,25.4612688050004,25.105746562395,25.0706584667446,25.0043712447676,24.9084095681871,24.8979487273747,24.7382225246264,
European Union (27),EUU,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.266817673221594,0.264096203104971,0.269943615538332,0.269826190980396,0.267539567959573,0.263295179197509,0.2634888047353,0.262661941028379,0.259828510723169,0.258830951487236,0.256437992620021,0.250243903387638,0.247372512917094,0.244302631291578,0.243009562956563,0.241136622491213,0.238747383869875,0.23298623275693,0.233820241170597,0.232818202774263,0.230332647264414,0.230281686620893,0.230364807367948,0.226675210442599,0.225866272161403,0.224744850260085,0.22342986865205,0.222985144520694,0.221392268960929,
European Union (27),EUU,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,1.8121450947453,1.73273216611612,1.63346275549401,1.55613384604182,1.5542784693606,1.83390474444489,1.78627521309878,1.69208906585812,1.64061982540755,1.55651865112777,1.43614220770464,1.34880430595215,1.32180422487273,1.25593817839265,1.17724547732028,1.17382922555634,1.10675082934984,1.08082323879824,1.07051670268482,0.979529918919682,0.99292249603429,0.949452976874051,0.953099200228584,0.941105024364221,0.933186847959895,0.924351191522047,0.91369017153808,0.886539419293859,0.88446450980221,0.877101836211776
European Union (27),EUU,"Armed forces personnel, total",MS.MIL.TOTL.P1,3207000.0,3109000.0,3046000.0,3013000.0,3012000.0,3557200.0,3471450.0,3304110.0,3227500.0,3086780.0,2862000.0,2691900.0,2647500.0,2536700.0,2392112.0,2412862.0,2294862.0,2257862.0,2254962.0,2069093.0,2101107.0,2004680.0,2025550.0,2005400.0,1995100.0,1979130.0,1967550.0,1919000.0,1919805.0,1910000.0
European Union (27),EUU,Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,5507000000.0,5259000000.0,3929000000.0,3986000000.0,5610000000.0,4074000000.0,5412000000.0,6279000000.0,6705000000.0,5464000000.0,3764000000.0,3929000000.0,3557000000.0,4591000000.0,4446000000.0,6278000000.0,7899000000.0,8967000000.0,6840000000.0,7248000000.0,5566000000.0,6955000000.0,4645000000.0,5252000000.0,6358000000.0,6446000000.0,6775000000.0,7293000000.0,5231000000.0,6077000000.0
European Union (27),EUU,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,5473000000.0,4836000000.0,4982000000.0,4295000000.0,4454000000.0,3013000000.0,3020000000.0,3175000000.0,4372000000.0,3350000000.0,2635000000.0,2264000000.0,1893000000.0,4144000000.0,3534000000.0,2475000000.0,3732000000.0,5224000000.0,3360000000.0,3679000000.0,3064000000.0,1603000000.0,1691000000.0,1657000000.0,1456000000.0,1995000000.0,2112000000.0,1633000000.0,1272000000.0,1722000000.0
European Union (27),EUU,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,59.38,63.52,67.175,70.39,80.01,80.24,78.61,74.79,73.01,68.44,65.12,68.65,69.96,67.77,66.315,65.68
European Union (27),EUU,"Binding coverage, all products (%)",TM.TAX.MRCH.BC.ZS,,,,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.98,99.98,99.98
European Union (27),EUU,"Binding coverage, manufactured products (%)",TM.TAX.MANF.BC.ZS,,,,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
European Union (27),EUU,"Binding coverage, primary products (%)",TM.TAX.TCOM.BC.ZS,,,,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.92,99.92,99.92
European Union (27),EUU,"Bird species, threatened",EN.BIR.THRD.NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.0,
European Union (27),EUU,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,12.1642425317097,11.7881790658025,11.4960661821273,11.1993333423654,10.8233853982671,10.5156155227131,10.5155640467687,10.4918795937666,10.3539533574217,10.3215639285914,10.4616211872313,10.2197533635071,10.1423792251106,10.1576181961445,10.2617490176095,10.2298606575912,10.3427963585833,10.3921145146796,10.6377615110093,10.4777049401845,10.446584063118,10.1462484829749,10.0315765823146,9.74857179994491,9.85827802751576,9.74187513759079,9.83970228793507,9.71672355167374,9.50739024201225,9.32643607407998
European Union (27),EUU,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,,,,,,,,,,,99.3663998710183,,,,,,,,,,98.905960007019,,,,,,,,98.8749924792451,
European Union (27),EUU,"Bound rate, simple mean, all products (%)",TM.TAX.MRCH.BR.ZS,,,,,,4.09,6.16,6.09,6.07,6.08,6.1,6.32,6.24,6.24,6.09,6.27,6.23,6.16,5.93,5.9,5.88,5.83,6.02,5.92,5.9,4.39,4.39,4.39,4.39,4.39
European Union (27),EUU,"Bound rate, simple mean, manufactured products (%)",TM.TAX.MANF.BR.ZS,,,,,,3.98,4.19,4.19,4.19,4.19,4.21,4.21,4.23,4.23,4.24,4.24,4.24,4.2,4.19,4.19,4.19,4.19,4.17,4.15,4.15,3.99,3.99,4.0,4.0,4.0
European Union (27),EUU,"Bound rate, simple mean, primary products (%)",TM.TAX.TCOM.BR.ZS,,,,,,4.57,13.02,12.72,12.64,12.66,12.7,13.72,13.24,13.24,12.52,13.31,13.16,12.86,11.88,11.71,11.66,11.45,11.48,11.14,11.06,5.76,5.76,5.75,5.75,5.75
European Union (27),EUU,Business extent of disclosure index (0=less disclosure to 10=more disclosure),IC.BUS.DISC.XQ,,,,,,,,,,,,,,,,5.18518518518519,5.37037037037037,5.37037037037037,5.37037037037037,5.44444444444444,5.51851851851852,5.74074074074074,6.0,6.14814814814815,6.11111111111111,6.11111111111111,6.18518518518519,6.18518518518519,6.22222222222222,6.2962962962963
European Union (27),EUU,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,7302335.21875,7465607.8125,7090987.25,6694123.3046875,6928397.6015625,7288707.08496094,6657817.57421875,6729797.9296875,6472341.9140625,6130232.72265625,6097232.41601563,6205506.1484375,5865091.03125,5393438.30859375,5402391.33203125,5193204.62109375,5186560.69238281,4787535.13366699,4681552.27648926,4741021.1809082,4884176.72265625,4606544.56213379,4097497.34814453,4456799.58709717,4749808.19921875,4692707.99356079,4573916.81588745,4957735.25750732,4789538.56530762,
European Union (27),EUU,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,,,,,,,,,,,4.5950469765656,,,,,,,,,,4.52438370557023,,,,,5.24348918591084,,,,5.55195008480708
European Union (27),EUU,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,,,,,,,,,,,5.52121604093498,,,,,,,,,,4.82419169613755,,,,,4.50523029570101,,,,4.62456410600078
European Union (27),EUU,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,,,,,,,,,,,89.883736745672,,,,,,,,,,90.6514243885462,,,,,90.2512808951488,,,,89.823485545283
European Union (27),EUU,Cereal production (metric tons),AG.PRD.CREL.MT,231790823.0,246587542.0,214941995.0,231859434.0,231551870.0,238180846.0,255778706.0,271391503.0,269620690.0,257160321.0,256044372.0,268748934.0,269371970.0,232621590.0,306271156.0,269828444.0,252215991.0,246391408.0,296193333.0,280518297.0,263420029.0,273333537.0,265402640.0,289480200.0,309118260.0,293720773.0,280560198.0,288816894.0,274220933.0,
European Union (27),EUU,Cereal yield (kg per hectare),AG.YLD.CREL.KG,4198.24085000481,4420.46087946034,3766.33505446647,3997.10057670741,4010.50721707986,4126.9958025927,4400.75487548501,4492.8699331982,4548.84952778442,4540.88612828399,4397.74854597764,4556.36528048616,4605.36171647603,4144.74489610358,5238.28950887961,4711.52979671837,4562.01292024807,4491.05811137134,5105.97295300045,4969.02272938324,4916.01472752947,5061.00764840411,4821.25130486836,5253.38897627744,5608.16744153179,5374.14537568062,5189.80067936304,5499.54664946961,5239.90566380525,
European Union (27),EUU,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,11395084018.512,11675872828.3318,12174932732.9546,11918516227.1882,12593530899.2407,15021489543.2273,15126547330.0337,15209863543.1172,16168701618.7526,18305314500.073,17283500054.2714,16908937546.4095,18315587504.2957,22376967113.8787,46306353464.0769,73598226731.5505,79847269317.4808,92160471957.8811,116787823506.203,108140581400.981,111222780086.287,120972671995.491,114511963509.297,131732265249.351,161521514401.601,200398268495.447,172041055828.968,185445342473.898,202332453730.145,207862223481.67
European Union (27),EUU,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,6176176098.69681,5837407134.71706,6316769603.11463,6603962299.84346,7705898301.0569,8622885196.52553,9117428825.80525,9021127157.09219,10154811915.2318,12808027310.0696,12773267100.1955,13358678206.2496,16476498683.3945,19152248417.6961,39111790910.9836,46577505958.6548,47960358689.3781,61027662475.2967,71611508936.4984,68021673381.4609,71704005551.4773,82457194484.9174,81622795656.2338,94192943063.3064,111845103391.991,111591071008.923,108526483934.446,122499568718.918,141362977416.637,142381834624.89
European Union (27),EUU,Children out of school (% of primary school age),SE.PRM.UNER.ZS,4.38123989105225,4.68265008926392,4.964280128479,4.44910001754761,3.96983003616333,3.56791996955872,3.03291988372803,2.50904989242554,1.10130000114441,1.48022997379303,1.53398001194,1.55483996868134,2.07700991630554,2.12416005134583,2.25183010101318,1.68996000289917,1.6913800239563,1.71394002437592,1.53636002540588,1.6666100025177,1.54619002342224,1.43367004394531,1.44827997684479,1.36799001693726,1.61523997783661,1.45691001415253,1.45836997032166,1.63379001617432,1.81547999382019,1.87814998626709
European Union (27),EUU,"Children out of school, female (% of female primary school age)",SE.PRM.UNER.FE.ZS,4.38210010528564,4.62906980514526,4.91510009765625,4.39946985244751,4.02735996246338,3.59389996528625,3.05411005020142,2.51058006286621,1.14731001853943,1.54147005081177,1.5947699546814,1.55801999568939,2.07321000099182,2.16975998878479,2.30486011505127,1.79268002510071,1.75931000709534,1.75926005840302,1.65671002864838,1.75226998329163,1.64072000980377,1.49136996269226,1.41980004310608,1.33984005451202,1.56992995738983,1.41263997554779,1.3897500038147,1.58273005485535,1.73127996921539,1.76689994335175
European Union (27),EUU,"Children out of school, male (% of male primary school age)",SE.PRM.UNER.MA.ZS,4.38042020797729,4.73365020751953,5.01107978820801,4.49632978439331,3.91509008407593,3.54319000244141,3.01274991035461,2.5075900554657,1.05752003192902,1.42197000980377,1.47616004943848,1.55182003974915,2.0806200504303,2.08080005645752,2.20142006874084,1.5922600030899,1.62674999237061,1.67084002494812,1.42190003395081,1.58513998985291,1.45625996589661,1.37880003452301,1.4753600358963,1.39472997188568,1.65828001499176,1.49893999099731,1.52347004413605,1.68222999572754,1.89533996582031,1.98361003398895
European Union (27),EUU,"Children out of school, primary",SE.PRM.UNER,1380171.0,1467568.0,1546900.0,1379454.0,1225712.0,1096786.0,941766.0,778349.0,338095.0,450591.0,459605.0,458372.0,603840.0,609492.0,638074.0,473480.0,468596.0,472352.0,420521.0,453783.0,419350.0,388999.0,392888.0,375755.0,448090.0,409188.0,414718.0,470182.0,525908.0,544862.0
European Union (27),EUU,"Children out of school, primary, female",SE.PRM.UNER.FE,673208.0,707530.0,746888.0,665164.0,606347.0,538721.0,462434.0,379778.0,171744.0,228768.0,232919.0,223848.0,293782.0,303450.0,318323.0,244819.0,237633.0,236311.0,221040.0,232575.0,216933.0,197248.0,187697.0,179286.0,212144.0,193221.0,192393.0,221741.0,244133.0,249453.0
European Union (27),EUU,"Children out of school, primary, male",SE.PRM.UNER.MA,706963.0,760038.0,800012.0,714289.0,619365.0,558065.0,479331.0,398571.0,166351.0,221823.0,226686.0,234525.0,310059.0,306041.0,319751.0,228661.0,230963.0,236041.0,199481.0,221208.0,202418.0,191751.0,205191.0,196469.0,235946.0,215967.0,222325.0,248441.0,281774.0,295409.0
European Union (27),EUU,"Claims on central government, etc. (% GDP)",FS.AST.CGOV.GD.ZS,,,,,,,,,,,,9.42248144178435,8.56159065241017,8.2498836112825,7.51578742236922,7.1790762830638,6.2242786352155,6.55153580898291,5.51910381849193,7.51318030419716,9.72965640562763,9.51123278923566,11.7776024423993,12.1232089587583,12.5794545219834,14.8748031312402,18.4015442077684,19.6254133616228,19.6466448486836,19.2248758867152
European Union (27),EUU,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.393898001478295,0.382478634994569,0.365817678776594,0.361388021882948,0.350759634496898,0.347138008530678,0.350522720710329,0.334736864122839,0.324171169212167,0.309813962903665,0.298786815985763,0.297290737076012,0.293429090082913,0.298689072298785,0.291590990174629,0.284476217519042,0.275491577330317,0.263992834164739,0.256430431249599,0.24828096823117,0.249473929959263,0.237429359896836,0.234586108803155,0.228972414054954,0.214473900863266,0.213888420522013,0.210201651330412,0.206010477565696,0.197994393663192,
European Union (27),EUU,CO2 emissions (kg per 2017 PPP $ of GDP),EN.ATM.CO2E.PP.GD.KD,0.297043403681996,0.289802804907094,0.277600345044205,0.274033184104567,0.26591257751703,0.262961849203585,0.265141248066932,0.253381375404551,0.245523799460596,0.23468224972435,0.226401497706643,0.225151398046559,0.221808484326381,0.225266032128113,0.219527246363094,0.213867013650874,0.206836222133671,0.197851082107293,0.19172585461225,0.185487366460225,0.18656857891376,0.177854306110989,0.175724907644584,0.171320083950452,0.160324156145677,0.15984085515016,0.157077688124071,0.15369162025327,0.147035769576572,0.137255498991124
European Union (27),EUU,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.57203034452614,0.539599318886105,0.50516514467988,0.487164493281091,0.462834515831824,0.448334558565433,0.445467599172614,0.41945388593188,0.399129567117117,0.377077661382456,0.354798339618698,0.343332664583091,0.327316314063188,0.327807818166179,0.312438415464495,0.298638056749952,0.274748793698204,0.254028834976642,0.236404953674893,0.223062172437335,0.221427341588893,0.205272813227027,0.198376560391397,0.186760174364713,0.172484725420365,0.170418404991217,0.160699051110601,0.15369162025327,0.143458168449071,0.132250786404355
European Union (27),EUU,CO2 emissions (kt),EN.ATM.CO2E.KT,3562590.0,3524670.0,3409700.0,3348870.0,3336400.0,3391600.0,3488790.0,3419620.0,3412010.0,3354420.0,3362380.0,3419490.0,3411189.9869442,3502199.99432564,3507500.00476837,3488149.98865128,3496999.94325638,3456569.96035576,3378879.98270988,3129210.00409126,3213189.98932839,3118369.98820305,3059130.00750542,2982339.98727799,2836770.03216743,2895699.9617815,2905110.00978947,2926620.00274658,2862280.02619743,2724969.99752522
European Union (27),EUU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,8.4727144071098,8.35763558207739,8.06144467793692,7.8919289472401,7.84298743481668,7.95770364605012,8.1724423829858,7.99839924422352,7.96994010885528,7.82252532736189,7.8317163769249,7.95423302141607,7.91676237701413,8.09914652803689,8.08104790570611,8.00802236332176,8.00232399954187,7.8832818602335,7.68142568685032,7.0970371279958,7.27735921569515,7.07519294749634,6.93058034991703,6.74021643576494,6.39521911779386,6.51386931011614,6.52118973016264,6.55918775216165,6.40452726466074,6.09343322014878
European Union (27),EUU,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",EN.CO2.ETOT.ZS,42.1145143797449,42.1403213942007,42.8176071840491,42.0415564049789,42.2481133324507,41.9106167944392,41.5074690969423,41.2236631771253,41.3817215157826,41.006454858938,41.5420562178649,41.3706462047694,42.1484663501394,42.3443032182175,42.2855986699156,42.36163167494,42.7311164707894,44.0835862992088,42.724293010138,42.2183097434954,42.2506553727811,43.1778055505961,43.2371046343669,41.9452908515565,41.5951165452464,,,,,
European Union (27),EUU,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,,16.6445750606764,16.5714625584305,17.1955015410912,17.0632402716131,18.2471186434731,19.277069742535,19.1431738805774,19.7456476122702,20.5182749306177,21.0209443681859,21.4187611199657,21.6154775436865,22.1280912496456,22.6754565645308,23.6010659641012,23.5198297477461,23.3860378275405,24.345394561215,24.7094864930387,25.8423269044975,24.5136976324621,24.5255521558175,24.6885694626772,22.8782446086701,20.9506080233918,22.0019975383363,,,
European Union (27),EUU,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,,582217.431297489,566362.832323431,577325.689764806,570781.79766365,620184.506683501,674024.562762957,655907.540136835,674934.213613099,690157.02248671,708444.974431445,733763.644235961,739041.276670173,777296.761355209,797664.894329027,825515.798637145,824313.997936597,810245.211754032,824582.289836108,775010.767362118,832561.217422928,765591.149027239,751448.858214671,738034.263239133,650729.138953127,694189.836954301,731992.548066787,,,
European Union (27),EUU,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,,42.8583304172649,42.3382508586063,43.7253274172022,43.1974272187686,43.3844450988669,43.2595513016143,43.6866573815208,44.7145797560774,44.4645794791389,43.2456940215305,44.2066276061594,44.0087867205574,42.7701903456473,42.5339074764146,42.4115721765191,42.0188133081599,41.002288164114,41.8364631153973,42.7637114513604,41.0539375311308,40.8726160054301,39.6991317917684,39.8541484042905,41.4513417676395,38.2827885496209,38.9335330894091,,,
