country,c_code,indicator,i_code,gas,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Afghanistan,AFG,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,,,,,,,,,,,,,,23.8101270064854,22.7108641828326,26.2267897500666,26.8120992326398,28.2107680719994,26.8822416082148,26.9156280026285,21.8971222069406,21.1514206977128,22.7402524820273,21.1578071539751,20.4446053132561,21.2296632181805,22.1240424906926,10.4668076938201,10.0518739969063,13.3872469597976,14.0581123697768
Afghanistan,AFG,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,,,,,,,,,,,,,11.655238211175,11.2714320712639,10.9127735539374,7.19975128908025,22.5277561997899,2.09628874882868,-2.16340442783005,3.81463031709113,16.5933467311629,7.30175647136598,4.82278547931647,0.566944540816536,2.44756300204637,-2.19752646590604,2.40365618844285,2.07134857890898,6.52147984507825
Afghanistan,AFG,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,,,,,,11.655238211175,11.2714320712639,10.9127735539374,7.19975128908025,22.5277561997899,2.09628874882868,-2.16340442783005,3.81463031709113,16.5933467311629,7.30175647136598,4.82278547931647,0.566944540816536,2.44756300204637,-2.19752646590604,2.40365618844285,2.07134857890898,6.52147984507825
Afghanistan,AFG,Land-Use Change and Forestry,,All GHG,-2.39,-2.39,-2.39,-2.39,-2.39,-2.39,-2.39,-2.39,-2.39,-2.39,-2.39,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,-0.25,-0.25,-0.25,-0.25,-0.25,0.15,0.15,0.15,0.15
Afghanistan,AFG,Land-Use Change and Forestry,,CH4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Land-Use Change and Forestry,,CO2,-2.39,-2.39,-2.39,-2.39,-2.39,-2.39,-2.39,-2.39,-2.39,-2.39,-2.39,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,-0.25,-0.25,-0.25,-0.25,-0.25,0.15,0.15,0.15,0.15
Afghanistan,AFG,Land-Use Change and Forestry,,N2O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,18.8227521829407,16.9238662341696,17.5540062570161,16.5982122192596,16.3855371972017,17.7473095255876,17.839116299,13.14987660941,12.5225768432907,13.7791892429929,12.4860851363953,11.4998672561905,11.477587555803,11.4200060049012,4.1141966128347,3.53042246146676,6.16017721650239,7.04318108092508
Afghanistan,AFG,Manufacturing/Construction,,All GHG,0.41,0.4,0.37,0.36,0.34,0.33,0.32,0.29,0.27,0.25,0.23,0.21,0.56,0.48,0.23,0.34,0.34,0.32,0.51,0.6,0.9,0.94,0.93,0.92,0.9,0.89,0.93,0.92,0.91,0.93
Afghanistan,AFG,Manufacturing/Construction,,CH4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Manufacturing/Construction,,CO2,0.41,0.4,0.37,0.36,0.34,0.33,0.32,0.29,0.27,0.25,0.23,0.21,0.56,0.48,0.23,0.34,0.34,0.32,0.51,0.6,0.9,0.94,0.93,0.92,0.9,0.89,0.93,0.92,0.91,0.93
Afghanistan,AFG,Manufacturing/Construction,,N2O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,AFG,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,,,,,,,,,,,,,,62.9318617892211,49.716991747909,47.4862260438013,45.9806203780983,45.328798498966,35.6590373181975,35.2150809138048,30.1139779460976,34.9505728226483,38.7023657417131,47.7111002385189,45.0154754741614,40.4886016126539,43.3464419771178,39.3562521245991,41.5283153120323,45.8754508303592,40.6448044921399
Afghanistan,AFG,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,2.43125786929857,1.99206569856085,1.89623399634252,2.56626735198569,2.335545701939,2.08741255278385,1.94583569418812,1.82134545354632,1.17541612009987,1.07694976762403,1.29801287790022,0.994575822723645,0.956772140958855,0.945226799939516,1.00674629248273,1.11823060279695
Afghanistan,AFG,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023643082146235,0.0030023258006139,0.0020786231654015,0.0027974336783385,0.0,0.0,0.0
